text,label
This to me was a creative decision from Nolan’s part. He wanted to stick the closest as he could to the biographical story. And I respect that. And I also think the editing was well done to help us remember who Rami Malek and whoever else was when we meet them again two hours into the movie after briefly seeing them shaking hands with Cillian Murphy around the 20 minute mark.,analysis
"You just happen to be deeply familiar with this particular historical setting. They're not especially well known to the general public.

Hell, they're not more well-known than the characters in Hamilton, and Hamilton condensed characters.

(I didn't see Michael, but if they condensed all of his siblings into a single character I wouldn't notice. Not everyone knows or cares about what you know or care about.)",analysis
"
I geeked out when Fermi finally made his appearance, he was the only other one I actually knew about except for oppenheimer and einstein. , ",reaction
"My issues were of form vs content. I'm sure Oppenheimer's story with creating the bomb can be made into intriguing material. But the movie's FORM (that is, cinematography, music, and most of all editing) left no room for any kind of rumination, contemplation, reflection.

It's an assault on the senses. A first half where every second the camera cuts and cuts and cuts, the music is incessant. What characterization there is gets lost in all the noise. I'm also not sure why this movie needed the trademark Nolan non-linear approach (had the same problem with Dunkirk). The second half was a series of conversations on a very black and white subject, with RDJ playing a boring villain, everybody shouting, everything is underlined again and again.

The cinematography gets lauded for some reason, but there is little ingenuity in the filmmaking. As others have said, the bomb sequence ends up being underwhelming, but there's also not much room for interesting compositions when the movie moves as fast as it does. Also not sure why this demanded an IMAX release (again, had the same probem with other Nolan films and it feels like The Odyssey will end up the same). It's just not visually interesting.",analysis
"I think Nolan is probably more of a glorified Michael Bay (they have a lot in common), and that he doesn't understand the serious subjects he tackles. It's big, thunderous spectacle and pure entertainment without much substance. And that's perfectly fine.",hot_take
It would be perfectly fine if people stopped trying to convince me he was a genius above reproach,reaction
"Yes, that's true, it's probably because he borrows stylistic elements from other, greater directors. So we compare him to these great directors, of whom he isn't one. But let's say Nolan remains a Michael Bay-esque director with a classy English accent, and that applies not only to his filming style but also to his themes.",hot_take
"
I think the bigger issue was him making Oppenheimer v Strauss too much a good guys vs bad guys with a Final Takedown feeling artificially stand-up-and-cheer. It felt like the move needed to give Oppenheimer a Win at the end, which undercut his more emotionally authentic downfall.

That said, these are fair points. I personalky loved Gary Oldman’s 60 seconds of Truman, but I agree there was a parade of people whom we didn’t really know or understand.

I think Scorsese dealt with something very similar in The Irishman l,’dozens of historical characters come in and out and solved it pretty simply and effectively. He froze frame, put up their name, date of death, and means of death, then moved on.",analysis
"I think a part of this is how Nolan is just sort of obsessed with the aesthetic of “intelligence” or whatever. And a lot of the time he does it in a very cheap way that sort of panders to people wanting to feel smart.

The biggest example of this is his use of Nikola Tesla in the Prestige. It genuinely felt like he was just a fanboy who read some internet posts of how much of an “underrated genius” Tesla was and decided he wanted to include that in his movie. Even though the character he wrote did not explore Tesla as a person or his works at all, and just used his historical reputation for the aesthetic it provided.",analysis
"To me, the film whilst being a biopic really isn’t. It’s instead a portrait of the men who created the nuclear bomb and how that got turned into the atomic bomb project. All done by highly intelligent people but ones who also were “off” and possibly sociopathic. People who took huge risks that they didn’t know would’ve killed us all, and how that mentality continued through to the Cold War and the MAD doctrine.

Oppenheimer is the person we focus on this since we was such an important figure in that initial development, but this is why the film is doing both the nuclear bomb and the atomic bomb timelines with them interspersed.

This is why it doesn’t really hit as a biopic and why it avoids all of those tropes. Instead it humanises these figures that otherwise we all too easily see as faceless scientists who were just good at doing science, and not heavily flawed people that made the world so much more dangerous.",analysis
"Going to just add to your comment, Maybe Kamikaze Girls?",reaction
"Devil Wears Prada 2 is remarkably similar to the first movie. Not only does it have the same cast, but it also deals with Andy working with Miranda. The difference is Andy is no longer her assistant; she is trying to help save the magazine. Since they are helping each other, Miranda has a little more respect for Andy. They both want the same thing, to keep runway and stay relevant in a world that is reading more online. Hathaway did an excellent job playing as a journalist just trying to do the right thing. Andy is my favorite character; due to the fact she was the first one to break the news of why she really was fired. However, I did not like the fact that she tried to take it back once she was part of Runway. Just because something gives publications bad publicity, does not mean she should apologize for telling the truth. It is sad that Whistleblowers get ridiculed for speaking the truth",analysis
"What are some of the ultimate cosmic errors in cinematic history? Instances where a director was destined for a specific project that fits their style to a T but never panned out? Christopher Nolan’s The Odyssey? Sounds fun. Del Toro’s Frankenstein? Cute. Neither I would consider as being anywhere close to the definitive adaptations of their respected works… but David Lean’s The Odyssey starring Peter O’Toole… Tim Burton’s Frankenstein starring Johnny Depp, Winona Ryder, and Michael Keaton as the Monster… the visuals are so clear that it’s a bit frustrating we never got to see either of these. What other examples are there of this?",hot_take
"The movie isn't out yet. Making a statement like this is nonsense, just based on a trailer.",reaction
"Chris Nolan’s Odyssey is nothing like the source material at all. Dogshit adaptation. From what I’ve seen, it’s only like 2 mins long and just repeatedly cuts from scene to scene.

What were they thinking??",hot_take
Cosmic errors of cinema indeed.,reaction
Great sarcasm but you’re missing the point. I’m not reviewing a movie that isn’t out yet. I’m looking at 25 years of Nolan’s DNA vs 40 years of Lean’s and how they translate to the Odyssey. But I guess we’ll see this summer. And then we can see how Nolan’s The Odyssey fares over the next 10 years. 50 years. 2700 years. Truly cosmic indeed.,analysis
"Taxes are a personal error; missing the moon is a technical one. A director like David Lean missing out on the most famous journey in western literary history is a cultural error. The Ocean to Lawrence of Arabia’s desert. When the style and the substance are a 1:1 match but never meet, cosmic is exactly how I’d describe it.",hot_take
I disagree. I maintain that David Lean made the definitive David Lean’s Lawrence of Arabia. And you cannot commit me otherwise.,hot_take
"How are errors cosmic? When I mess up on my moon landing calculations vs. my tax calculations?

Christopher Nolan’s The Odyssey?

Yes, millions of people agree, cosmic error. Missed the moon by that much...",hot_take
I think you mean missed opportunities or unexpected failures. I’d say Gangs of New York was average despite being Scorsese’s dream project. Heavens Gate is often cited. In terms of missed opportunities Kubrick’s Napoloean or Finchers 20000 leagues under the sea could have been intriguing. John Carpenter directing a Batman would have been epic and any of the many failed Welles projects.,analysis
"I'm thinking of Coppola's Pinocchio; it was the period right after his Dracula. He wanted to make an adaptation set during World War II, where the little wooden boy flees Nazism. It would have been very experimental, but I would have liked to see it.",analysis
"I've heard of some directors being criticized for being cold, with characters that are hard to care for.

I saw some criticism of this kind for the three-hour long movie Oppenheimer.

Someone who only shows up for a scene or is an extra is one thing, but what makes a character difficult to connect to for you, even in a film where they have lots of screentime and no shortage of scenes and dialogue? I don't want this discussion to focus on any one specific director or film like Oppenheimer, but the bigger subject.

While this subject can be subjective, what's your opinion and feeling on this anyway?",hot_take
"n my last film an actor complained to me that I kept referring to her character as the main character when the other character had most of the dialogue. I explained that she will be the main character because she's getting all the close-ups. She thought I was nuts, until she saw the finished film.

This works because cinema is a visual art form. Take any scene in movie history. Take, I dunno, the beach scene in Jaws. Don't change one word of the script but take all of Roy Scheider's close-ups away and give them to Mrs. Kitner. Poof, Mrs. Kitner is now who your audience connects with.

This won't make you like a character, but it will make you connect with them.",analysis
"Close ups help reading expressions (and microexpressions) much better, maybe that's why they work so well on this front?
You make a good point. Even if we don't like a character, being able to read them, and at least their motivations, definitely helps us knowing why we're on this journey with them.
Jaws definitely wouldn't be the same without that close-up where he first comes personally in contact with the big shark. That recoil was a fantastic reaction.",analysis
"This is the best comment I've read in ages. It's something I'd never thought of, but which makes complete sense once you realise it. Thanks for sharing!",reaction
"
Thanks!",reaction
"It's a very nebulous thing but my theory is that it's not about characters, it's about relationships. It's about what one character thinks of another, and how they interact, and the emotions they instill in each other, and how that relationship changes each character. The mistake filmmakers make is that it's NOT about the audience connecting - but about the characters in the story connecting. That's what the audience responds to.

One of the reasons we watch movies is to understand human relationships, and we respond warmly when they're well depicted on screen. So we connect to characters who are able to connect with each other, whether it's love or hate or respect or disgust. You can make a great hero character, or a flawed hero character, but the audience won't connect with them in any way unless they have a real relationship with another character in the story. It's why Superman has Lois Lane. Their relationship is what makes the characters relatable and human, not his super powers or the action or his perfect looks.",analysis
"I often feel this way about Chris Nolan films, to a lesser degree with Kubrick, and an even greater degree with Zach Snyder. Their characters, to me, don’t display much humanity or weakness, and it lends to them feeling robotic. Not in an acting performance way, but in an “unnaturally perfect and effective” way. Their goals are so lofty that when they succeed, it feels unearned in a way. And they regularly don’t get across the trauma and exertion to accomplishing their goals.",analysis
"Nolan is my favorite filmmaker but this does touch on something that is a legit criticism of his: I’ve never given a fuck about a character in any of his movies. Even Interstellar, where there is emotional resonance, isn’t due to the characters but moreso the movie as a whole, if that makes sense. I can get over this, don’t really care, but I can see how someone who wants to emotionally connect with a film but dislike him. ",analysis
"
Yeah I totally feel you. Interstellar is the biggest offender to me, because I feel like it has the potential to be such an emotionally impactful movie and it kinda falls flat in that regard. Do love Nolan though, definitely one of my top active American filmmakers. It’s hard to give him too much flack for this, because his films aren’t really aiming to have that emotional resonance as much as they are to be just spectacular and technologically innovative. I see him sort of carrying the torch for Kubrick in that way.",hot_take
"
Wow I am not a Nolan fan and now I’m wondering if that’s why.",reaction
"
I think the only characters I've ever really cared about are some of the side characters in Inception, which I'll put on the acting moreso than the writing.",hot_take
"Kubrick makes me smile, because he tends to push his audience. In several of his films, he'll show the warts of his characters early on (Alex, Humbert, Barry) and then put them in a situation where your question, as a viewer, is ""do I sympathize with them or not?""

There's nothing wrong with *not* sympathizing; but, by that same token, there's nothing ""wrong"" with refusing to feel sympathy for the sniper in FMJ (there, too, Kubrick shows a sniper that withholds the benefit of a quick death, and then, after her reversal, asks ""can you now muster sympathy?"").",analysis
"
Yes, I don't need to ""connect"" with any character necessarily, as long as I can connect to the filmmaking as a whole; mood, tone, story, visual approach, the themes it lays out etc. Kubrick is a prime example, although I find him less cold than some people, he is very subtle in giving the traditional emotional beats to a character, but they can be found (in FMJ for example, the way Joker covers his ears to not hear Pyle cry in agony, or the way he looks at the wounded sniper)",analysis
"
I think it's telling the most explicitly pathetic scene in all of Kubrick is HAL's 'death scene' when he's being disconnected. ""Dave... My mind is going... I can feel it..""",hot_take
"Just finished watching Antonioni’s L’Avventura, which is part of his alienation trilogy and where he did not want us to identify with the characters. He achieves it partly by refusing to give us reaction shots in dialogue – characters often speak with their backs to us, with two characters speaking one of them is completely unreadable to us because we can’t see their face, and sometimes both characters have their backs turned to us. Lots of long takes in impressive landscapes that overwhelm the characters as well– again, often with their backs to us – and added to that they don’t act very rationally, but we don’t know enough about their pasts to have any idea why they are doing what they’re doing. They are ciphers to one another and to us watching it.",analysis
"
I’ve had L’Aventura staring at me for awhile now, you motivated me to bump it up the watch list because that sounds super interesting.",reaction
"
Mm, with both of those directors there can sometimes be a “style over substance” argument that can be made… I think it shows in things like the Tarkovsky color-grading “homage.” (And I say that as someone who really has loved some of Nolan’s movies!) There’s always something interesting about watching a director get caught up in their own set of rules and obsessions to the point that it sometimes might be counterproductive to the film/audience experience– now I’m thinking of Nolan making the atomic explosion anti-climactic…

I can’t say “Enjoy L’Avventura” because Antonioni doesn’t really want you to, but I hope you find it as interesting as I did to be alienated by it!",analysis
"I dont care if I have nothing in common with the character, I don't care if I know anyone like the character, I don't care if the character is a good person or likable. They need to feel convincing as entities (consistent, operating under certain logic and principles etc), rather than serving as an illustration of some message or a tool to deliver it.",hot_take
"
Well said!",reaction
"For me, it's when the character does not behave in a way that is realistic to the scenario. To be sure, the situation can be absurd, that's not a problem at all, hell the character can be a complete psychopath, but they must act in a way that a psychopath would act.

Dimwitted high schoolers, for example, can have some depth - stupidity and immaturity do not negate real feelings - but they can't put on a pair of glasses and start doing advanced calculus.",hot_take
"Oftentimes I think that a character who is hard connect with is due to the script failing to place him in situations that might make the viewer think to themselves, “oh, yeah, I’ve definitely been *there*.”
As an example, there’s A Fish Called Wanda - right away in the opening scenes all these characters feel real and relatable because the script does a fantastic job of creating a world that resembles the world the audience actually lives in on a daily basis. Surely there are other factors, but a good script can be the difference here.",
"Jim Henson created a muppet called Beauregard who pops up in all those films. He gets an incredible line in the Great Muppet Caper. The muppets are in a gallery looking down at the Mallory Gallery and thinking about how they can get down to the diamond and Beauregard says, ""what if we only fall 1/2 of the way down?"" Fantastic line. Super funny.",analysis
"I get a TOTAL disconnect when a character do horrible shit towards others, and I'm expected to empatize with them because they ""flawed"" and super whiny. There's some victim/aggressor reversal going on that I just can't handle. Examples: ZERO DARK THIRTY (torture) DOCTOR WHO's Harriet Jones arc (genocide against the space muslims)

That said, I loved it in BOJACK HORSEMAN, because they subvert the trope quite cleverly!",analysis
"sometimes though the movie seems to want me to believe in a character but they never amount to anything more than a bag of clichés or surface properties with nothing to distinguish them as a character (Anyone But You, Woman Of The Hour, Crazy Rich Asians), or they’re kids who weren’t directed very well (Knock At The Cabin, Brightburn), or they’re way too self-serious and overwrought to buy into (lots of Schrader or Aronofsky characters lately)

",analysis
"TD was accused of being a sexist good ole boys’ club. At the least, there’s truth to the show (S1) being a male fantasy—the jaded and spurned protectors living a life of self-sacrifice.

When the last season of TD came out, the women cops seemed apathetic. The difference was that the S1 cops had disaster home lives, but they were actually very into trying to avenge the female homicide victims.

In S4, Jodie Foster’s sheriff character snaps a frozen man’s arm off, and it turns out he’s alive. And now in agonizing pain.",analysis
"For me, that's when emotional logic fails. We all have our contradictions, and sometimes we're inscrutable. But when this is the rule rather than the exception, it's noticeable. I think this can even be seen in characters whose defining trait is being erratic. Even there I'd argue it should be possible to make sense of the unpredictability.",hot_take
"Usually for a character to connect, they have to be relatable and show some degree of vulnerability, thought process, understandable motivation, concern for others, and a sense of being moral.",hot_take
"Why do people think they always have to like the protagonist? Sometimes the entire point of the movie is that this is not a likable person. Oppenheimer was kind of an arrogant dick who invented the worst weapon in the world, Humbert was a delusional pedophile and Jack Torrance was a drunken domestic abuser. Very bad don't do. Normalize hating people in movies.",analysis
"In general it was, thought I have to say that streaming at home and watching in a big theater are obviously two different experiences. Again the themes of reveling in minor but beautiful details, taking pride in your work no matter what it is, the comfort of routine, the value of the quiet life out of the rat race, the contentment with not keeping up with the latest technology all stood out. But what I did not expect were a number of themes or details that I had forgotten about.

Somehow I had completely forgotten that in just one line we find out that Hirayama's father was mean or cruel to him in some way, and he refuses to go see him even though his father is now in a state of dementia. Without saying much, the film gives a big hint to a reason for his estrangement from his family.

There were constant shots either straight on or in the background of the Tokyo Skytree, the tall spire of a building. (I didn't know what it was, I just looked it up.) I assumed it must have some significance to the story since it's in so many shots, but I couldn't fathom it. Sign of commercialism? Gaudy building towering over his very peaceful, small life? No idea.

The girl with the sad (or is it wistful?) look on her face who eats her lunch in the same park as Hirayama and looks over at him frequently, but never speaks. Kindred spirit? Also someone not in need of walls or words to connect with someone? or the alternative take on Hirayama's solitary life: loneliness rather than contentment? I have no idea.",analysis
That’s great to know. I was thinking of checking her out now I have a good idea where to start,reaction
"
Now that you've put them side by side, it's made me wonder if the Skytree is set up as a deliberate juxtaposition to the trees he photographs? I think the niece comments on the Skytree too, and it's the sort of thing a ""normal"" tourist would photograph - so a nice contrast illustrating the protagonist's rejection of modernity in favour of deliberately paying attention to nature (in all its fleeting imperfection and beauty)",analysis
Mulholland Dr. was definitely my first spiritual awakening experience.,hot_take
"
Multiple times, and chasing that feeling is what feeds my love of cinema.

Standout examples (all seen in the theater):

- Lost Highway

- Under the Skin

- The Matrix

- LOTR: Fellowship

- The Fountain

- Underground

- Master & Commander

- Mulholland Dr.",reaction
Under the Skin got one out of me. Powerful film.,reaction
"Elevation emotion is what you are referring to. Some people are capable of feeling elevation emotion from music alone others feel it more when observing more prosocial acts (human goodness, selflessness, altruism, courage, etc..)

Elevation emotion is sometimes partially described as the opposite of social disgust (which makes us want to distance ourselves from what is observed). Elevation emotion draws us closer and makes us want to connect.",hot_take
And I think elevation emotion would have to associated with the emotion of awe. They virtually sound like the same thing.,hot_take
I would call this becoming completely absorbed in a film. This is stretching the term “spiritual” to the point of it being meaningless. Kind of like using the word “literally” when you mean “figuratively.” Being completely drawn into the world a film creates is a great experience. But it is not a “spiritual experience.”,hot_take
"Yes I agree completely! It’s like being taken along on a rollercoaster, obviously that is a true experience with value but it doesn’t teach you anything to move forward with your life",hot_take
"Not a lot of upvotes here but I have to agree. I love film for the absorption and magical moments it can provide. And yes on very rare occasions, spirituality can come, but it’s a different experience, with a different precursor.

Spirituality is not sensation. I would say I have experienced both, and I appreciate them both, but think it is a serious misstep to conflate them.",reaction
"As a Catholic, Scorsese’s Silence (2016) led me into the same experience that I’ve had with my most profound encounters with the sacrament of reconciliation (confession). I’m not sure how well I’d be able to articulate it in a way for somebody nonreligious to understand what I’m talking about, but it shook me in a way I’ve only ever experienced in my deepest prayers.

For a less explicitly religious version, Flow (2024) altered my entire mental state for the rest of the day. I’ve seen silent films before but they had “dialogue” with text on the screen. To see a story told entirely without words transformed me leaving the cinema. I felt more acutely aware of my presence in every moment. I went home and just sat in my backyard for a few hours watching the clouds drift, listening to birds and wind in the trees, that kind of thing. In this overstimulated world I often feel I have to drag myself into that kicking and screaming, but Flow took me there and I didn’t want to leave.",analysis
"I felt the same way as a catholic. In Silence and Stalker, another great film about faith.",reaction
I love this. I don’t know much about Gundam but this is another lovely reminder about what’s out there in the world to appreciate if you’re willing. I’ll have to give them a go.,reaction
"
One of my personal all time favourite movies is Elia Kazan's On the Waterfront. It had a message that really resonated with me, and the final scene where Terry stands up and walks to the pier I think is one of the most powerful and well made moments in all of cinema.",reaction
"I suppose the argument is that, even if we grant that the Convention was originally written due to classist snobbery (which is imo potentially a fair point to grant, however see the comment by joey-jo_jo-jr for a rationale beyond mere snobbery), by the time of Nicholson's protest this is completely besides the point. Nicholson must insist that rules are followed per se, or he has already lost. In other words no matter the content of the rules, if he admits that Saito has the power to alter them at will then he is admitting that he is granting Saito absolute authority. Regardless of the actual directions of Saito accenting to his arbitrary will would be a true loss of morale for the soldiers.",analysis
It's only classist snobbery if you think being an officer in the military is classist snobbery.,hot_take
"It was part of the Geneva Convention that POWs who were officers were exempt from hard labor. Nicholson says so. Sure, you're being ""presentist,"" but remember who made the rules of war, European students of Caesar, Alexander, and Napoleon, not Lenin.

That being said, Nicholson does care for all of his men, officers and enlisted alike and he did improve their conditions.

His flaw was thinking that making a mark in life is what matters. That bridge was his mark. Too bad it was for the enemy.",analysis
Although I will admit its one of the parts of the geneva convention that never really made that much sense to me.,hot_take
"Officers and enlisted men are inherently unequal, that's how one group can command the other. If they're put to work together it equalised them and undermines the authority of the officers.",hot_take
"It has been quite some time since I last watched this film.

I don't think we should judge the Colonel's intentions by just referencing the first half of the film. Yes, it was the right thing to do; to believe in, and to follow the Geneva Conventions. But does it matter in the end?

The tragedy of Nicholson's character is entirely lost if we judge him only by his actions from the first half. Nicholson was an exceedingly idealistic nationalist, to the point that he aids his enemy against his own nation! And that end was reached by means which are against his very principles, that we saw in the first half: in desperate need of upholding the reputation of the British Army, he 'asks' his own officers, and even the hospitalized men, to volunteer for manual labour—the very thing he fought against.

That really is the beauty of Nicholson's character, and which, indeed, seems like a recurring theme in David Lean's films (though the only other Lean film I've watched is Lawrence of Arabia (1962), which I love with great intensity). In Lean's films, we see flawed British men, who reach great heights and become 'legends' (with the quotes), are blinded by their own ideals, and thus ensues their tragedy. Nicholson's tragedy lay in the fact that he was too obsessed with being noble, and if you sympathize with his character, you are missing the point, and falling into the same trap!",analysis
